_id,id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,theme_tags
693c0ce3b5ad81e6e1d1c621,307,Sustainability for Society,"Energy transition, material transition, product life cycle","A merger of earlier individual ideas in the field of energy and material transitions combined with product life cycle thinking.\nWithin this elective module, student groups are formed and assigned a case from an external opdrachtgever (client). Within each group, every member has a specific role and is regarded as an expert in a particular domain. For example, an engineer specializing in renewable energy sources or a designer focusing on circular design.","A merger of earlier individual ideas in the field of energy and material transitions combined with product life cycle thinking.\nWithin this elective module, student groups are formed and assigned a case from an external opdrachtgever (client). Within each group, every member has a specific role and is regarded as an expert in a particular domain. For example, an engineer specializing in renewable energy sources or a designer focusing on circular design.",15,['Den Bosch'],101,NLQF6,"Learning Outcome 1:\nThe student investigates different forms of optimization and is able to apply these systemically within a design.\n\nDeliverable: a well-founded research report including a step-by-step plan for the chosen optimization. Part of this report includes the use of alternative materials and energy sources (biodegradable materials, circularity, cradle-to-cradle, sustainable energy generation).\n\nLearning Outcome 2 (2nd-year students):\nStarting product: an existing product that must be optimized in terms of mass, stiffness, etc. Part of the optimization includes delivering a Life Cycle Analysis (LCA) and a Total Cost of Ownership (TCO).\n\nDeliverable: a 3D model and a prototype incorporating the above elements.\n\nLearning Outcome 3 (3rd-year students):\nStarting product: a newly developed product that must be optimized from the outset in terms of mass, stiffness, etc. Part of the optimization includes delivering a Life Cycle Analysis (LCA) and a Total Cost of Ownership (TCO).\n\nDeliverable: a 3D model and a functional prototype incorporating the above elements.","['energy', 'material transition', 'product', 'life cycle']",0.82,22,3,33,2025-12-09T00:00:00.000Z,[ 'Spatial & Sustainable Development' ]
693c0ce3b5ad81e6e1d1c622,308,Responsible and Sustainable Innovation with New Technologies,"AI, innovation, responsibility, business model","The proposal is to position this elective module as a ""front garden"" to the newly developing master program ""Responsible AI"".\n\nIn this elective module, students explore new technologies and trends in the field of Data Science and AI. They subsequently select one technology to research and elaborate further. Students also learn how to investigate potential applicability, taking into account ethical aspects, boundary conditions, feasibility, and other relevant factors.\nIn the final week, students present their results to the involved companies.","The proposal is to position this elective module as a ""front garden"" to the newly developing master program ""Responsible AI"".\n\nIn this elective module, students explore new technologies and trends in the field of Data Science and AI. They subsequently select one technology to research and elaborate further. Students also learn how to investigate potential applicability, taking into account ethical aspects, boundary conditions, feasibility, and other relevant factors.\nIn the final week, students present their results to the involved companies.",15,['Den Bosch'],101,NLQF6,"1. The student can identify and map new technologies, trends, and developments in the field of Data Science and AI and explain the opportunities they offer.\n2. The student can further elaborate a new AI technology into a mock-up and/or business model.\n3. The student can substantiate the feasibility of a new AI technology across multiple dimensions (financial, technical, potential impact, ethical aspects, risks, etc.).","['ai', 'innovation', 'responsible', 'business model']",0.88,325,4,28,2025-12-20T00:00:00.000Z,"['Technology & Digitalization', 'Research & Innovation', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c623,309,Factory of the Future,"Smart Industry, digitalization in manufacturing",In this elective module you learn how to realize digital transformation within companies. Developments around smart industry and Industry 4.0 are accelerating rapidly. You will learn from leading companies what the latest technologies are and how they can be applied to help organizations move forward.,In this elective module you learn how to realize digital transformation within companies. Developments around smart industry and Industry 4.0 are accelerating rapidly. You will learn from leading companies what the latest technologies are and how they can be applied to help organizations move forward.,30,['Den Bosch'],101,NLQF6,"You gain insight into the application of new technologies from experts who are at the forefront of digitalization in the manufacturing industry. In addition, you investigate a company’s vision and ambitions and jointly determine the most appropriate next step in their digital transformation. Using the sprint methodology, you work through three phases towards a tangible demo or proof of concept, enabling you to convince your client with a working solution.","['smart', 'industry', 'digitalization', 'manufacturing']",0.51,400,1,65,2025-11-25T00:00:00.000Z,"[ 'Technology & Digitalization', 'Medical & Healthcare]"
693c0ce3b5ad81e6e1d1c624,310,Machines in Motion,"robotization, professional field, design process, prototype","During this elective module, you design a fast, accurate, and automated machine together with students from different disciplines. As a team, you work on an assignment from industry. You go through the entire design process, from the assignment brief to a working prototype.","During this elective module, you design a fast, accurate, and automated machine together with students from different disciplines. As a team, you work on an assignment from industry. You go through the entire design process, from the assignment brief to a working prototype.",30,['Den Bosch'],101,NLQF6,"Together with students from different disciplines, you design an advanced machine that meets the client’s requirements and can be delivered.","['robotization', 'professional field', 'design process', 'prototype']",0.37,322,4,20,2025-10-04T00:00:00.000Z,['Engineering & Technology']
693c0ce3b5ad81e6e1d1c625,311,Continuous Improvement,"improvement assignment, Green Belt, industry, Six Sigma","This elective module focuses on two intensive improvement projects at regional companies, which also deliver concrete results. You deepen your knowledge of improvement methodologies such as Lean Manufacturing and Six Sigma and, through two practical assignments in the manufacturing and food industries in Brabant and Noord-Limburg, learn how to apply these methods in a structured way. You complete the minor with an internationally recognized Lean Six Sigma Green Belt certificate.","This elective module focuses on two intensive improvement projects at regional companies, which also deliver concrete results. You deepen your knowledge of improvement methodologies such as Lean Manufacturing and Six Sigma and, through two practical assignments in the manufacturing and food industries in Brabant and Noord-Limburg, learn how to apply these methods in a structured way. You complete the minor with an internationally recognized Lean Six Sigma Green Belt certificate.",30,['Den Bosch'],101,NLQF6,You deepen your understanding of the application of improvement methodologies and apply them in an improvement assignment for a regional company.\nYou are able to map processes and losses using various measurement methods and gain further insight into group dynamics.\nYou learn to devise improvements in different ways and how to qualitatively and quantitatively embed processes. You also have the opportunity to obtain your Lean Six Sigma Belt.,"['improvement', 'assignment', 'greenbelt', 'industry', 'six', 'sigma']",0.45,45,4,70,2025-12-20T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c626,312,Systems Programming in C++,"project approach, programming, software, C++, SOLID","In a project group, you build a game engine using C++, which you validate through an application. You substantiate the choice for your project approach and work according to the SOLID principles. Individually, you develop the skills required for systems programming. You build software that is intended to be used by other software.","In a project group, you build a game engine using C++, which you validate through an application. You substantiate the choice for your project approach and work according to the SOLID principles. Individually, you develop the skills required for systems programming. You build software that is intended to be used by other software.",30,['Den Bosch'],101,NLQF6,You independently build a system using C++ that consists of multiple software components working together.,"['project', 'approach', 'programming', 'software', 'c++', 'solid']",0.58,182,3,64,2025-09-08T00:00:00.000Z,['Technology & Digitalization']
693c0ce3b5ad81e6e1d1c627,313,Emerging Technologies Playground,"multidisciplinary collaboration, personal development, Technology, Design","You work in teams on real-life assignments from real clients. You make use of technologies such as IoT, smart city, gaming, robotics, VR, and AR. Multidisciplinary collaboration and personal development are central, where you combine your expertise to solve the clients’ problems. In addition to group work, you spend 20% of your time on self-chosen learning goals in a technical or design subject from another program. Lecturers, team expertise, and workshops support knowledge development.","You work in teams on real-life assignments from real clients. You make use of technologies such as IoT, smart city, gaming, robotics, VR, and AR. Multidisciplinary collaboration and personal development are central, where you combine your expertise to solve the clients’ problems. In addition to group work, you spend 20% of your time on self-chosen learning goals in a technical or design subject from another program. Lecturers, team expertise, and workshops support knowledge development.",30,['Den Bosch'],101,NLQF6,"You design and realize, in a team, an appropriate technical solution for a societal challenge that creates value for stakeholders. In addition, you individually focus on a subject that is not part of your program’s curriculum as a personal learning objective.","['multidisciplinary', 'collaboration', 'personal', 'development', 'technology', 'design']",0.83,29,2,32,2025-10-10T00:00:00.000Z,"['Technology & Digitalization', 'Engineering & Technology', 'Creative & Media']"
693c0ce3b5ad81e6e1d1c628,314,Meaningful Data Design,"presentation formats, exploration, insight creation, data","You learn to analyze data in teams and make it insightful by identifying trends and patterns. You develop skills to present this information in an inspiring and understandable way and make complex data accessible, enabling users to discover stories themselves.","You learn to analyze data in teams and make it insightful by identifying trends and patterns. You develop skills to present this information in an inspiring and understandable way and make complex data accessible, enabling users to discover stories themselves.",30,['Den Bosch'],101,NLQF6,"You perform data analyses and create visualizations to provide new insights to a company. Using this data, you build predictive models to optimize, for example, machine settings or production processes, improve quality, or achieve predictable planning for logistics and machine maintenance. The context depends on the chosen domain.","['presentation', 'exploration', 'insight', 'data']",0.86,330,5,23,2025-12-22T00:00:00.000Z,['Technology & Digitalization']
693c0ce3b5ad81e6e1d1c629,315,European Project Semester,"European, real-life project","After company project presentations, the initial group task involves selecting projects and forming teams. This phase supports familiarization with the company and project initiation, including requirements gathering, planning, and team building. Projects mainly focus on general engineering skills such as production, quality, design, R&D, environmental aspects, and customer support, with less emphasis on specialized skills like mechanics, electronics, or programming.","After company project presentations, the initial group task involves selecting projects and forming teams. This phase supports familiarization with the company and project initiation, including requirements gathering, planning, and team building. Projects mainly focus on general engineering skills such as production, quality, design, R&D, environmental aspects, and customer support, with less emphasis on specialized skills like mechanics, electronics, or programming.",30,['Den Bosch'],101,NLQF6,"You develop the ability to work in diverse, interdisciplinary teams on real-life projects within an international context. You build a broad skill set including general engineering competencies, project management, responsibility for project progress, effective presentation skills, and improved English language proficiency.","['european', 'real-life', 'project']",0.3,273,5,20,2025-12-17T00:00:00.000Z,"['International', 'Sustainability']"
693c0ce3b5ad81e6e1d1c62a,316,Business Innovation,"Innovatie, creativiteit","In deze keuzemodule verdiep je je in de organisatorische kanten van innovatie. In de praktijk begint een innovatieproces vaak zonder duidelijk afgebakend probleem of vraagstuk. Dit probleem of vraagstuk moet je eerst zelf onderzoeken en scherp krijgen. Het vraagt om anders denken, creativiteit en weten hoe je inzichten van verschillende partijen kunt combineren. ","In deze keuzemodule verdiep je je in de organisatorische kanten van innovatie. In de praktijk begint een innovatieproces vaak zonder duidelijk afgebakend probleem of vraagstuk. Dit probleem of vraagstuk moet je eerst zelf onderzoeken en scherp krijgen. Het vraagt om anders denken, creativiteit en weten hoe je inzichten van verschillende partijen kunt combineren. ",30,['Den Bosch'],101,NLQF6,Samen met een andere student zal je de opgedane kennis uit de workshops toepassen in een innovatieproject in een technische omgeving. Hierbij ga je aan de slag om een vernieuwing in gang te zetten en te begeleiden. Het leerproces staat hierbij centraal. ,"['innovatie', 'creativiteit']",0.63,409,3,68,2025-11-22T00:00:00.000Z,"['Creatief & Media', 'Onderzoek & innovatie']"
693c0ce3b5ad81e6e1d1c62b,317,Datagedreven besluitvorming met AI,"Data science, AI, Python, onderzoek",In deze module leren studenten de basis van dataverwerking en visualisatie. Ze maken kennis met elkaars discipline door gezamenlijk data te interpreteren. Op basis van een voor hun vakgebied relevante dataset ontdekken studenten welke inzichten uit de data gehaald kunnen worden.,In deze module leren studenten de basis van dataverwerking en visualisatie. Ze maken kennis met elkaars discipline door gezamenlijk data te interpreteren. Op basis van een voor hun vakgebied relevante dataset ontdekken studenten welke inzichten uit de data gehaald kunnen worden.,15,[Breda],101,NLQF6,De student interpreteert eenvoudige data-analyses. De student gebruikt Python met NumPy en Pandas om een data-analyse uit te voeren en weet de resultaten duidelijk te visualiseren. Op basis hiervan formuleert de student aanbevelingen voor realistische praktijkvraagstukken.,"[data,science,ai,python,onderzoek]",0.57,151,4,59,2025-10-12T00:00:00.000Z,"[Technologie & Digitalisering,Onderzoek & innovatie]"
693c0ce3b5ad81e6e1d1c62c,318,AI Driven Robotics,"Smart Industry, Smart Health",In deze module onderzoeken studenten de rol van robots en AI in samenwerking met mensen (cobots). Studenten bouwen een robot (op basis van een kit of platform) en passen Machine Learning en/of andere AI-technieken toe om de robot te trainen voor het uitvoeren van complexe taken in minder vastomlijnde omgevingen.,"In deze module bouwen studenten een robot en passen Machine Learning en/of andere AI-toepassingen toe om deze te trainen voor het uitvoeren van complexe taken. Op te leveren producten zijn een werkende robot, documentatie van het ontwikkelproces, het AI-systeem (“brein”) van de robot en een reflectie op mogelijke zakelijke of commerciële toepassingen.",15,['Breda'],101,NLQF6,Nog te bepalen,"['smart', 'industry', 'smart', 'health']",0.44,469,1,51,2025-10-11T00:00:00.000Z,['Technologie & Digitalisering']
693c0ce3b5ad81e6e1d1c62d,319,Green Belt,Smart Industry / Smart Health,Students learn both the theory and practice of process improvement at Green Belt level (where possible according to recognized guidelines). A demonstrable cost saving is achieved. This module includes Green Belt certification.,Students learn both the theory and practice of process improvement at Green Belt level (where possible according to recognized guidelines). A demonstrable cost saving is achieved. This module includes Green Belt certification.,15,['Tilburg'],101,NLQF5,To be determined,"['smart', 'industry', 'smart', 'health']",0.38,380,4,53,2025-12-10T00:00:00.000Z,['Technology & Digitalization']
693c0ce3b5ad81e6e1d1c62e,320,Smart Health,Smart Health,"Introduction\nThere is a gap between technology specialists and healthcare professionals. Technologists often lack domain knowledge of healthcare, while healthcare professionals do not always have a clear understanding of the (im)possibilities of technology. This module brings the two together to address healthcare challenges.\n\nContent\nBased on an interdisciplinary project, students from ATIx and AGZ work together to improve healthcare. Within the project, knowledge from their respective study programs is applied to tackle a challenge. The goal is to introduce technologists to the world and perspectives of healthcare professionals, and vice versa. In addition to jointly addressing the challenge, this may also take place in collaboration with Amphia hospital. Technical depth is ensured.","Introduction\nThere is a gap between technology specialists and healthcare professionals. Technologists often lack domain knowledge of healthcare, while healthcare professionals do not always have a clear understanding of the (im)possibilities of technology. This module brings the two together to address healthcare challenges.\n\nContent\nBased on an interdisciplinary project, students from ATIx and AGZ work together to improve healthcare. Within the project, knowledge from their respective study programs is applied to tackle a challenge. The goal is to introduce technologists to the world and perspectives of healthcare professionals, and vice versa. In addition to jointly addressing the challenge, this may also take place in collaboration with Amphia hospital. Technical depth is ensured.",15,['Breda'],101,NLQF5,To be determined,"['smart', 'health']",0.52,480,3,47,2025-09-06T00:00:00.000Z,['Technology & Digitalization']
693c0ce3b5ad81e6e1d1c62f,321,Virtual and Augmented Reality,"Virtual Reality, Augmented Reality, Digital Twin, Serious Game, User Experience","In this module, students learn how to develop an effective VR/AR application, covering UX design, 3D rendering, interaction design, game design, and asset creation.","In this module, students learn how to develop an effective VR/AR application, covering UX design, 3D rendering, interaction design, game design, and asset creation.",15,['Breda'],101,NLQF5,"The student designs and develops a VR/AR application for a realistic challenge, where the application takes the form of a Serious Game, Digital Twin, or process optimization solution.","['virtual', 'reality', 'augmented', 'reality', 'digital', 'twin', 'serious', 'game', 'user', 'experience']",0.91,152,5,50,2025-10-22T00:00:00.000Z,"['Technology & Digitalization', 'Creative & Media']"
693c0ce3b5ad81e6e1d1c630,322,Cybersecurity,"Hacking, digital security, infrastructure","Through engaging examples, students learn about the dangers of the internet by putting themselves in the role of hackers and discovering how to defend against these threats. The module covers ethics and legislation, social engineering, and the technical aspects of hacking.","Through engaging examples, students learn about the dangers of the internet by putting themselves in the role of hackers and discovering how to defend against these threats. The module covers ethics and legislation, social engineering, and the technical aspects of hacking.",15,['Breda'],101,NLQF5,"The student advises users on cybersecurity, covering ethics and legislation, social engineering, and technical measures to prevent hacking.","['hacking','digital', 'security', 'infrastructure']",0.51,101,4,27,2025-09-26T00:00:00.000Z,"['Engineering & Technology', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c631,323,Advanced Computer Vision,Smart Industry,"Intro\nComputer vision enables computers to see and understand what is happening in the world around them. It is used in a wide range of applications, including facial recognition, object detection, and self-driving cars. It is a rapidly growing field with the potential to revolutionize the way we interact with the world around us.\n\nContent\nThis module introduces classical image processing (5 EC), AI-based image processing (5 EC), and an AI-based practical application (5 EC).","Intro\nComputer vision enables computers to see and understand what is happening in the world around them. It is used in a wide range of applications, including facial recognition, object detection, and self-driving cars. It is a rapidly growing field with the potential to revolutionize the way we interact with the world around us.\n\nContent\nThis module introduces classical image processing (5 EC), AI-based image processing (5 EC), and an AI-based practical application (5 EC).",15,['Breda'],101,NLQF6,To be determined,"['smart', 'industry']",0.64,363,5,58,2025-11-03T00:00:00.000Z,['Technology & Digitalization']
693c0ce3b5ad81e6e1d1c632,324,Engineering for Non-Engineers,Smart Industry / Smart Health / Smart Energy,"What does it mean to realize physical products? This module introduces non-engineers to design techniques, manufacturing methods, and production processes. The ultimate goal is for students to create something themselves.\n\nTechnology is increasingly used to solve societal problems. Students participating in this elective module must come up with a solution to an existing societal issue. They will then design and realize this solution. This can be a digital or physical product. Assessment may be based on the delivered product or, for example, on a portfolio compiled by the students based on their developments and findings. In this way, students learn to conceive and realize a product from A to Z. This topic aligns with multiple Avans focus areas and combines product solutions with societal challenges. Classes can be structured based on needs, ranging from helping generate concepts to supporting the realization of products.","What does it mean to realize physical products? This module introduces non-engineers to design techniques, manufacturing methods, and production processes. The ultimate goal is for students to create something themselves.\n\nTechnology is increasingly used to solve societal problems. Students participating in this elective module must come up with a solution to an existing societal issue. They will then design and realize this solution. This can be a digital or physical product. Assessment may be based on the delivered product or, for example, on a portfolio compiled by the students based on their developments and findings. In this way, students learn to conceive and realize a product from A to Z. This topic aligns with multiple Avans focus areas and combines product solutions with societal challenges. Classes can be structured based on needs, ranging from helping generate concepts to supporting the realization of products.",15,['Breda'],101,NLQF5,To be determined,"['smart', 'industry', 'smart', 'health', 'smart', 'energy']",0.76,331,1,45,2025-12-07T00:00:00.000Z,"['Technology & Digitalization', 'Sustainability']"
693c0ce3b5ad81e6e1d1c633,325,Makerspace,"Makerspace, inventing, engineering, design thinking, storytelling","In this module, students come up with a solution to a societal problem. They then design and realize this solution. This is done under the guidance of various teachers and instructors who teach the engineering skills needed to achieve the final result. Students work in an inspiring environment where all required materials are readily available.","In this module, students come up with a solution to a societal problem. They then design and realize this solution. This is done under the guidance of various teachers and instructors who teach the engineering skills needed to achieve the final result. Students work in an inspiring environment where all required materials are readily available.",15,['Breda'],101,NLQF6,"The student invents a solution to a major societal problem. To achieve this, the student develops engineering skills, partly through independent learning. The product is designed using Design Thinking. The student pitches the product to an investor.","['makerspace', 'inventing', 'engineering', 'design', 'thinking', 'storytelling']",0.54,297,5,77,2025-10-29T00:00:00.000Z,"['Creative & Media', 'Engineering & Technology']"
693c0ce3b5ad81e6e1d1c634,326,Operational Process Consulting (1.3 TBK),"Process analysis, business processes, models","Students learn to analyze problems in operational, primary business processes. Various qualitative and quantitative models are applied.","Students learn to analyze problems in operational, primary business processes. Various qualitative and quantitative models are applied.",15,['Tilburg'],101,NLQF5,"The student analyzes a problem and communicates the findings to a department manager of an organization through a well-founded report on the causes of an issue in operational, primary processes, using appropriate quantitative models.","['process analysis', 'business processes', 'models']",0.93,224,5,53,2025-10-26T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c635,327,Analyzing Software and Infrastructure (1.3 BIM),"Software architecture, infrastructure, software, process impact","In this module, you learn about an organization’s software and infrastructure setup and advise an organization on the acquisition of a new (software) package, as well as the impact this has on the existing organization (processes, infrastructure, and other software).","In this module, you learn about an organization’s software and infrastructure setup and advise an organization on the acquisition of a new (software) package, as well as the impact this has on the existing organization (processes, infrastructure, and other software).",15,['Breda'],101,NLQF5,"The student and the project group advise a management team of various organizations by analyzing the IT landscape and information provision, identifying where sustainable improvements are possible, using relevant standards, methods, prototypes, and models.","['software architecture', 'infrastructure', 'software', 'process impact']",0.93,456,2,73,2025-10-29T00:00:00.000Z,"['Technology & Digitalization', 'Engineering & Technology', 'Spatial & Sustainable Development']"
693c0ce3b5ad81e6e1d1c636,328,Asset Characteristics (1.3 IEM),Asset characteristics,Asset characteristics,Asset characteristics,15,['Breda'],101,NLQF5,To be determined,['asset characteristics'],0.46,351,2,73,2025-12-18T00:00:00.000Z,"['Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c637,329,Aerospace Engineering & Maintenance,"Aerospace, engineering, maintenance, aviation industry, international","Today, the global aerospace industry is growing very rapidly and is considered one of the major driving forces behind technological development. In most industrial countries, it is a collaboration between public and private industries with a strong international character, using English as the main language of communication. The Netherlands (and the European Union) has a significant need for technically trained professionals in the aviation industry. The aim of the Aerospace Engineering & Maintenance minor is to expose students to this industry and its main engineering elements. The minor is conducted entirely in English and is open to international students and participants in the Erasmus Exchange Program. It is developed and delivered within the Academy of Engineering and ICT (AE&I) in Breda, in close collaboration with industry partners and research institutes.","Today, the global aerospace industry is growing very rapidly and is considered one of the major driving forces behind technological development. In most industrial countries, it is a collaboration between public and private industries with a strong international character, using English as the main language of communication. The Netherlands (and the European Union) has a significant need for technically trained professionals in the aviation industry. The aim of the Aerospace Engineering & Maintenance minor is to expose students to this industry and its main engineering elements. The minor is conducted entirely in English and is open to international students and participants in the Erasmus Exchange Program. It is developed and delivered within the Academy of Engineering and ICT (AE&I) in Breda, in close collaboration with industry partners and research institutes.",30,['Breda'],101,NLQF6,"After completing the program, students will have gained insight into the aerospace sector through company visits and introductions to subjects such as aerodynamics and flight mechanics, maintenance management, aviation legislation and certification, as well as human factors and safety (attitude and behavior).","['aerospace', 'engineering', 'maintenance', 'aviation industry', 'international']",0.62,60,2,22,2025-11-09T00:00:00.000Z,"['Technology & Digitalization', 'International', 'Engineering & Technology']"
693c0ce3b5ad81e6e1d1c638,330,Urban Innovation,"Urban innovation, consultancy, urban renewal, inclusivity, sustainability","Are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal? Then choose the Urban Innovation minor. As an Urban Innovation Consultant, you will work in a multidisciplinary team to solve real-world challenges with the goal of making cities inclusive, smart, resilient, and sustainable.","Are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal? Then choose the Urban Innovation minor. As an Urban Innovation Consultant, you will work in a multidisciplinary team to solve real-world challenges with the goal of making cities inclusive, smart, resilient, and sustainable.",30,['Breda'],101,NLQF6,"After successfully completing this programme, you will be able to: apply multidisciplinary expertise both independently and in teams; apply research methods; analyse specific problems in professional practice; manage a consultancy process; and direct the development of your own skills, knowledge, and professional attitude.","['urban innovation', 'consultancy', 'urban renewal', 'inclusivity', 'sustainability']",0.5,162,5,78,2025-12-10T00:00:00.000Z,['Spatial & Sustainable Development']
693c0ce3b5ad81e6e1d1c639,331,Innovation Management,"Innovation, technology, product development, process improvement, organizations","The central theme of this minor focuses on technology and innovation in new products/services and processes within existing and new organizations, and the role of innovation in improving organizational performance. Innovation refers to the introduction of new ideas, goods, services, and processes. Innovation can take place within organizations as well as in broader contexts. The innovation process is about approaching things in a new (and preferably better) way.","The central theme of this minor focuses on technology and innovation in new products/services and processes within existing and new organizations, and the role of innovation in improving organizational performance. Innovation refers to the introduction of new ideas, goods, services, and processes. Innovation can take place within organizations as well as in broader contexts. The innovation process is about approaching things in a new (and preferably better) way.",30,['Tilburg'],101,NLQF6,"A student who has completed the Innovation Management minor should be able to contribute to various aspects of the innovation process within a growing, innovative, product-developing or service-oriented (international) organization.","['innovation', 'technology', 'product development', 'process improvement', 'organizations']",0.49,195,3,69,2025-10-03T00:00:00.000Z,"['Engineering & Technology', 'Research & Innovation', 'Business, Finance & Economics']"
693c0ce3b5ad81e6e1d1c63a,332,"Software Engineering, Quality and Testing","Software development, quality management, testing, SDLC, software","By choosing this minor, the theory and practice of building and testing large-scale software systems will hold no more secrets for you. You will learn which quality aspects are important when developing and managing software. You will also work with many different testing methodologies and testing tools. The focus of the minor is on quality throughout the entire Software Development Life Cycle (SDLC). The minor teaches you how to gain control over aspects such as manageability, quality, and testing when developing complex information systems.","By choosing this minor, the theory and practice of building and testing large-scale software systems will hold no more secrets for you. You will learn which quality aspects are important when developing and managing software. You will also work with many different testing methodologies and testing tools. The focus of the minor is on quality throughout the entire Software Development Life Cycle (SDLC). The minor teaches you how to gain control over aspects such as manageability, quality, and testing when developing complex information systems.",30,['Breda'],101,NLQF6,To be determined,"['software development', 'quality management', 'testing', 'sdlc', 'software']",0.32,72,5,31,2025-10-23T00:00:00.000Z,['Technology & Digitalisation']
693c0ce3b5ad81e6e1d1c63b,333,Smart Industry & Internet of Things,"big data, smart robotics, artificial intelligence, machine learning, IoT, smart industry, Industry 4.0","Big data, smart robotics, artificial intelligence, machine learning… topics that increasingly appear in the news. You can hardly have missed it: we are in the middle of the fourth industrial revolution. Technological developments are leading to increasingly rapid and far-reaching changes. Organizations are eager for professionals who can operate at the intersection of engineering, ICT, and business administration.\nThe ATIx academy (Academy for Technology and Innovation) provides education in all three knowledge areas (engineering, ICT, and business administration), making it possible to offer the right knowledge to industry. As a student, you develop skills across multiple disciplines that you can apply to Smart Industry and Internet of Things solutions.","Big data, smart robotics, artificial intelligence, machine learning… topics that increasingly appear in the news. You can hardly have missed it: we are in the middle of the fourth industrial revolution. Technological developments are leading to increasingly rapid and far-reaching changes. Organizations are eager for professionals who can operate at the intersection of engineering, ICT, and business administration.\nThe ATIx academy (Academy for Technology and Innovation) provides education in all three knowledge areas (engineering, ICT, and business administration), making it possible to offer the right knowledge to industry. As a student, you develop skills across multiple disciplines that you can apply to Smart Industry and Internet of Things solutions.",30,['Breda'],101,NLQF6,"The following learning outcomes are central to this minor:\n • The student (re)designs business processes and/or supporting resources by making maximum use of the latest information and technological developments, enabling companies to produce more efficiently, flexibly, with higher quality, and in a more tailor-made way.\n • The student collaborates in a multidisciplinary team to jointly arrive at an integrated solution.\n • The student develops knowledge and skills in the field of Smart Industry by formulating the right learning questions, in order to achieve their personal development goals.","['big', 'data', 'smart', 'robotics', 'artificial', 'intelligence', 'machine', 'learning', 'iot', 'smart', 'industry', 'industry', '40']",0.7,199,3,20,2025-09-22T00:00:00.000Z,['Technology & Digitalisation']
693c0ce3b5ad81e6e1d1c63c,334,Artificial Intelligence,"Supervised_learning, unsupervised_learning, reinforcement_learning, generative_AI, data","We will work with three areas of machine learning: supervised learning (learning based on labeled training data, for example recognizing fruit types in images), unsupervised learning (finding hidden structures in data, for example YouTube’s recommender system), and reinforcement learning (learning by interacting with the environment, for example a self-driving car). In addition, we pay attention to generative AI, the generation of new data, for example https://thispersondoesnotexist.com.","We will work with three areas of machine learning: supervised learning (learning based on labeled training data, for example recognizing fruit types in images), unsupervised learning (finding hidden structures in data, for example YouTube’s recommender system), and reinforcement learning (learning by interacting with the environment, for example a self-driving car). In addition, we pay attention to generative AI, the generation of new data, for example https://thispersondoesnotexist.com.",30,['Breda'],101,NLQF6,To be determined,"['supervised_learning', 'unsupervised_learning', 'reinforcement_learning', 'generative_ai', 'data']",0.63,134,3,73,2025-09-21T00:00:00.000Z,['Technology & Digitalisation']
693c0ce3b5ad81e6e1d1c63d,335,Robotics,"Robotics, robotic systems, development, industry, society",The robots are coming! The Robotics minor aims to provide students with knowledge and experience in the development of robots and robotic systems that contribute to our society and our industry.,The robots are coming! The Robotics minor aims to provide students with knowledge and experience in the development of robots and robotic systems that contribute to our society and our industry.,30,['Breda'],101,NLQF6,To be determined,"['robotics', 'robotic_systems', 'development', 'industry', 'society']",0.33,159,2,63,2025-11-09T00:00:00.000Z,"['Engineering & Technology', 'Social & Societal']"
693c0ce3b5ad81e6e1d1c63e,336,App Development,"MAUI, .NET, cybersecurity","In this core module, students learn how to build a secure app using .NET MAUI.","In this core module, students learn how to build a secure app using .NET MAUI.",15,['Breda'],101,NLQF5,"Develop a graphical app with a secure backend for a socially relevant challenge, following the software development life cycle.\n\nExecute your project in a structured manner using the Scrum methodology and communicate professionally during meetings and interactions with the client. Substantiate your vision and feedback orally with strong arguments.\nAnalyze the problem context, with special attention to the societal relevance of the assignment. Do this through a thorough stakeholder analysis. Identify requirements by studying the backlog and interviewing one or more stakeholders. Also perform a risk analysis for your design.\nApply a secure client/server architecture in your design using a RESTful web API and apply design principles for 2D UX and gaming.\nImplement both the client and server subsystems and take into account the security of communication between them.\nTest the app using unit tests, acceptance tests, and the stakeholders’ defined acceptance criteria.\nDeploy and manage your application system using CI/CD tools.","['maui', 'net', 'cybersecurity']",0.48,323,4,24,2025-11-09T00:00:00.000Z,['Technology & Digitalization']
